"id","name","producer","nation","local1","type","use","abv","degree","sweet","acidity","body","tannin","priceQuantile","year","age","price","nation_Chile","nation_France","nation_USA","nation_Italy","nation_Germany","nation_Spain","nation_other","nation_Australia","nation_Argentina","local1_Rapel Valley","local1_other","local1_California","local1_Bourgogne","local1_Bordeaux","local1_Southern France","local1_Central Valley","local1_Maipo Valley","local1_Rhone","local1_Loire","local1_South Island","local1_South Australia","local1_Rioja","local1_Champagne","local1_Piemonte","local1_Toscana","local1_Veneto","local1_Sicilia","local1_Mendoza","local1_Aconcagua","local1_Washington State","type_Red","type_White","type_Rose","type_Fortified","type_Sparkling","type_Hard","type_Korean","type_Sake/Rice","type_Etc","type_NA","use_Appetizer","use_Dessert","use_Etc","use_Table","sweet_SWEET1","sweet_SWEET2","sweet_SWEET3","sweet_SWEET4","sweet_SWEET5","sweet_NA","acidity_ACIDITY1","acidity_ACIDITY2","acidity_ACIDITY3","acidity_ACIDITY4","acidity_ACIDITY5","acidity_NA","body_BODY1","body_BODY2","body_BODY3","body_BODY4","body_BODY5","body_NA","tannin_TANNIN1","tannin_TANNIN2","tannin_TANNIN3","tannin_TANNIN4","tannin_TANNIN5","tannin_NA","year_0","year_1967","year_1970","year_1976","year_1978","year_1979","year_1980","year_1981","year_1983","year_1986","year_1987","year_1988","year_1989","year_1990","year_1991","year_1992","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","year_2019","year_2020","year_NA","dAbv","dDegree","dAge","dPrice"
9315,"Brumont Gros Manseng Sauvignon","Chateau Montus","France","other","White","Table",12,10,"SWEET1","ACIDITY4","BODY3","TANNIN1","Q1","2010",10,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","[5,11]","(7,11]","[9.2,56]"
9316,"Yves Cuilleron, Viognier","Yves Cuilleron","France","Rhone","White","Table",13,11,"SWEET1","ACIDITY3","BODY3","TANNIN1","Q3","2011",9,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","[5,11]","(7,11]","(94.6667,200]"
9317,"Yves Cuilleron, Syrah","Yves Cuilleron","France","Rhone","Red","Table",12.5,17,"SWEET1","ACIDITY3","BODY4","TANNIN4","Q2","2011",9,74.66667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(7,11]","(56,94.6667]"
9318,"Yves Cuilleron, Syrah 'Les Candives'","Yves Cuilleron","France","Rhone","Red","Table",12.5,17,"SWEET1","ACIDITY3","BODY5","TANNIN3","Q3","2011",9,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(7,11]","(94.6667,200]"
9319,"Yves Cuilleron, Saint Joseph Rouge Amarybelle","Yves Cuilleron","France","Rhone","Red","Table",12.5,17,"SWEET1","ACIDITY3","BODY4","TANNIN4","Q4","2011",9,157.3333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(7,11]","(94.6667,200]"
9320,"Domaine Dujac, Chambolle-Musigny","Domaine Dujac","France","Bourgogne","Red","Table",13,15,"SWEET1","ACIDITY4","BODY3","TANNIN3","Q4","2009",11,202.6667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(7,11]","(200,10666.7]"
9321,"Ceviche Sauvignon Blanc","Anders lane","USA","California","White","Table",13.5,12,"SWEET2","ACIDITY4","BODY2","TANNIN1","Q2","2009",11,61.33333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","(56,94.6667]"
9322,"Terra d'Oro Amador County Moscato","Terra dOro","USA","California","White","Appetizer, Dessert",10,8,"SWEET4","ACIDITY2","BODY3","TANNIN1","Q1","2012",8,46.66667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1","1",0,"0",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[4.5,13]","[5,11]","(7,11]","[9.2,56]"
9323,"Napa Cellars, Chardonnay","Napa Celllars","USA","California","White","Table",13.5,11,"SWEET2","ACIDITY5","BODY4","TANNIN1","Q4","2016",4,133.3333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(13,13.5]","[5,11]","[0,4]","(94.6667,200]"
9330,"Trilogy Essential Merlot","De Aguirre Family","Chile","Central Valley","Red","Table",13.5,17,"SWEET2","ACIDITY3","BODY3","TANNIN2","Q1","2014",6,26.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(4,7]","[9.2,56]"
9331,"Trilogy Essential Cabernet Sauvignon","De Aguirre Family","Chile","Central Valley","Red","Table",13.5,17,"SWEET2","ACIDITY3","BODY3","TANNIN3","Q1","2014",6,26.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(4,7]","[9.2,56]"
9332,"Trilogy Essencial Chardonnay","De Aguirre Family","Chile","Central Valley","White","Table",13,11,"SWEET1","ACIDITY3","BODY2","TANNIN1","Q1","2014",6,26.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[4.5,13]","[5,11]","(4,7]","[9.2,56]"
9333,"Trilogy Infinity Cabernet Sauvignon Reserva","De Aguirre Family","Chile","Central Valley","Red","Table",13.5,17,"SWEET1","ACIDITY3","BODY3","TANNIN3","Q1","2012",8,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","[9.2,56]"
9334,"Trilogy Infinity Merlot Reserva","De Aguirre Family","Chile","Central Valley","Red","Table",13.5,17,"SWEET2","ACIDITY3","BODY3","TANNIN3","Q1","2012",8,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","[9.2,56]"
9335,"Trilogy Infinity Sauvignon Blanc Reserva","De Aguirre Family","Chile","Central Valley","White","Table",13.5,13,"SWEET1","ACIDITY4","BODY2","TANNIN1","Q1","2012",8,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","[9.2,56]"
9336,"Trilogy Ultimate Canernet Syrah Grand Reserve","De Aguirre Family","Chile","Central Valley","Red","Table",13.5,17,"SWEET2","ACIDITY3","BODY3","TANNIN3","Q2","2010",10,66.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","(56,94.6667]"
9337,"Trilogy Ultimate Syrah Grand Reserve","De Aguirre Family","Chile","Central Valley","Red","Table",13.5,17,"SWEET2","ACIDITY3","BODY3","TANNIN3","Q2","2010",10,66.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","(56,94.6667]"
9338,"Alta Vista, Single Vinyard Serenade ","Alta Vista","Argentina","Mendoza","Red","Table",15,17,"SWEET1","ACIDITY4","BODY5","TANNIN4","Q4","2014",6,234.6667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(14.2,51.6]","(11,17]","(4,7]","(200,10666.7]"
9339,"Yealands Clearwater Cove Sauvignon Blanc","Yealands","other","South Island","White","Table",13,11,"SWEET1","ACIDITY5","BODY2","TANNIN1","Q2","2012",8,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[4.5,13]","[5,11]","(7,11]","[9.2,56]"
9341,"1879 S Cabernet Sauvignon","Vinedos Errazuriz Ovalle SA","Chile","Rapel Valley","Red","Table",13.5,15,"SWEET1","ACIDITY4","BODY3","TANNIN3","Q1","2014",6,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(4,7]","[9.2,56]"
9343,"1879 A Cabernet Sauvignon Reserva","Vinedos Errazuriz Ovalle SA","Chile","Rapel Valley","Red","Table",14,15,"SWEET1","ACIDITY3","BODY4","TANNIN4","Q3","2013",7,106.6667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(13.5,14.2]","(11,17]","(4,7]","(94.6667,200]"
9346,"Bucatini","Anders lane","USA","California","Red","Table",13.5,16,"SWEET2","ACIDITY3","BODY3","TANNIN3","Q2","2008",12,66.66667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(11,41]","(56,94.6667]"
9348,"Domaines Paul Mas, Claude Val Rouge ","Domaines Paul Mas","France","Southern France","Red","Table",13,18,"SWEET1","ACIDITY3","BODY3","TANNIN3","Q1","2010",10,46.66667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(17,21.5]","(7,11]","[9.2,56]"
9349,"VIN 7479 SYRAH","Vinedos Errazuriz Ovalle SA","Chile","Rapel Valley","Red","Table",13,17,"SWEET1","ACIDITY3","BODY3","TANNIN3","Q1","2014",6,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(4,7]","[9.2,56]"
9350,"Seghesio, Home Ranch Zinfandel","Seghesio","USA","California","Red","Table",14.5,18,"SWEET1","ACIDITY3","BODY4","TANNIN4","Q5","2018",2,320,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(14.2,51.6]","(17,21.5]","[0,4]","(200,10666.7]"
9351,"Errazuriz Ovalle, VIN 7479 Merlot ","Vinedos Errazuriz Ovalle SA","Chile","Rapel Valley","Red","Table",13.5,16,"SWEET1","ACIDITY3","BODY2","TANNIN3","Q1","2012",8,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","[9.2,56]"
9352,"Alta Vista, Terroir Selection Malbec","Alta Vista","Argentina","Mendoza","Red","Table",14.8,17,"SWEET1","ACIDITY4","BODY5","TANNIN4","Q3","2016",4,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(14.2,51.6]","(11,17]","[0,4]","(94.6667,200]"
9355,"Domaine Jean Trapet, Gevrey Chambertin 1er Cru 'Clos Prieur'","Domaine Jean Trapet","France","Bourgogne","Red","Table",12.5,15,"SWEET1","ACIDITY4","BODY3","TANNIN3","Q5","2007",13,450.6667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(11,41]","(200,10666.7]"
9356,"Chateau Haura","Chateau Haura","France","Bordeaux","Red","Table",13.5,17,"SWEET1","ACIDITY3","BODY4","TANNIN3","Q3","2010",10,106.6667,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","(94.6667,200]"
9358,"Chateau Falfas de Chevalie","Chateau Falfas","France","Bordeaux","Red","Table",13,17,"SWEET1","ACIDITY4","BODY3","TANNIN3","Q4","2005",15,200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(11,41]","(94.6667,200]"
9359,"Domaine Charvin Chateauneuf du Pape","Domaine Charvin","France","Rhone","Red","Table",13,18,"SWEET1","ACIDITY3","BODY4","TANNIN4","Q4","2009",11,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(17,21.5]","(7,11]","(200,10666.7]"
9360,"Domaine Charvin Cotes du Rhone","Domaine Charvin","France","Rhone","Red","Table",13,17,"SWEET1","ACIDITY3","BODY3","TANNIN3","Q3","2009",11,85.33333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(7,11]","(56,94.6667]"
9363,"Le Charme de Marjosse Rouge","Chateau Marjosse","France","Bordeaux","Red","Table",13.5,17,"SWEET1","ACIDITY3","BODY4","TANNIN4","Q2","2011",9,64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","(56,94.6667]"
9369,"Munia Roble","Vina Guarena","Spain","other","Red","Table",14.5,17,"SWEET1","ACIDITY3","BODY3","TANNIN3","Q2","2019",1,58.66667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(14.2,51.6]","(11,17]","[0,4]","(56,94.6667]"
9373,"Monasterio, Joven","S A Grandes Vino Vinedos S A","Spain","other","Red","Table",12.5,17,"SWEET1","ACIDITY4","BODY3","TANNIN3","Q1","2017",3,33.33333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4.5,13]","(11,17]","[0,4]","[9.2,56]"
9374,"Monasterio, Reserva","S A Grandes Vino Vinedos S A","Spain","other","Red","Table",13.5,17,"SWEET1","ACIDITY3","BODY4","TANNIN3","Q2","2012",8,69.33333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(13,13.5]","(11,17]","(7,11]","(56,94.6667]"
9380,"Vincent Girardin, Puligny Montrachet","Vincent Girardin","France","Bourgogne","White","Table",13,14,"SWEET1","ACIDITY5","BODY3","TANNIN1","Q4","2009",11,266.6667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0","0",0,"1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[4.5,13]","(11,17]","(7,11]","(200,10666.7]"
